관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치연도,관리기관전화번호,위도,경도,데이터기준일자
대구광역시 달서구청,성서서로47길 28(신당동),신당동 354-8,생활안전,1,200,고정,30,2012년,053-667-3900,35.84605556,128.4970944,2021.6.14
대구광역시 달서구청,선원로37남길 15(이곡동),이곡동 1351-11,어린이보호,1,200,고정,30,2012년,053-667-3900,35.8595,128.5134361,2021.6.14
대구광역시 달서구청,구마로46길 48(송현동),송현동 121-3,생활안전,1,200,고정,30,2020년,053-667-3900,35.83493333,128.5526667,2021.6.14
대구광역시 달서구청,월성1동 산10-16,월성1동 산10-16,생활안전,1,200,고정,30,2020년,053-667-3900,35.82605833,128.5373472,2021.6.14
대구광역시 달서구청,중흥로10길 62(송현동),송현동1984-26,생활안전,1,200,고정,30,2012년,053-667-3900,35.82803889,128.5549,2021.6.14
대구광역시 달서구청,대명천로55길 25(본리동),본리동 1201-4,생활안전,1,200,고정,30,2012년,053-667-3900,35.84037778,128.5297806,2021.6.14
대구광역시 달서구청,감삼길 115(감삼동),감삼동 131-7,생활안전,1,200,고정,30,2020년,053-667-3900,35.84981944,128.5442222,2021.6.14
대구광역시 달서구청,본동 790,본동 790,아동안전,1,200,고정,30,2012년,053-667-3900,35.83603056,128.5394694,2021.6.14
대구광역시 달서구청,본리동 88-4,본리동 88-4,아동안전,1,200,고정,30,2020년,053-667-3900,35.84047778,128.5412139,2021.6.14
대구광역시 달서구청,죽전동 261-2,죽전동 261-2,아동안전,1,200,고정,30,2020년,053-667-3900,35.85260833,128.5349139,2021.6.14
대구광역시 달서구청,중흥로5길 20-29(송현동),송현동 240-19,생활안전,1,200,고정,30,2013년,053-667-3900,35.83125833,128.5575222,2021.6.14
대구광역시 달서구청,송현로25길 48(송현동),송현동 594-6,생활안전,1,200,회전,30,2013년,053-667-3900,35.83088056,128.5437694,2021.6.14
대구광역시 달서구청,월배로83길 120-10(송현동),송현2동 528-1,어린이보호,1,200,고정,30,2013년,053-667-3900,35.83254167,128.5453917,2021.6.14
대구광역시 달서구청,상인로 24(상인3동),상인3동 1562,생활안전,1,200,고정,30,2020년,053-667-3900,35.81093056,128.5515139,2021.6.14
대구광역시 달서구청,월배로14길 16(진천동),진천동 626-1,생활안전,1,200,회전,30,2019년,053-667-3900,35.81280278,128.5215472,2021.6.14
대구광역시 달서구청,대천동 355-4,대천동 355-4,생활안전,1,200,고정,30,2013년,053-667-3900,35.81951111,128.5179278,2021.6.14
대구광역시 달서구청,야외음악당로47길 116(두류동),두류동 137-87,생활안전,1,200,고정,30,2013년,053-667-3900,35.85846944,128.5620667,2021.6.14
대구광역시 달서구청,장기로7길 15(성당동),성당동 461-1,생활안전,1,200,고정,30,2020년,053-667-3900,35.84215833,128.555,2021.6.14
대구광역시 달서구청,와룡로49길 24(죽전동),죽전동 376-8,생활안전,1,200,고정,30,2013년,053-667-3900,35.85445833,128.5357694,2021.6.14
대구광역시 달서구청,와룡로57길 87(용산동),용산동 860-14,생활안전,1,200,고정,30,2013년,053-667-3900,35.85806389,128.5324028,2021.6.14
대구광역시 달서구청,도원로 42(도원동),도원동 1442-2,어린이보호,1,200,고정,30,2013년,053-667-3900,35.80584444,128.5355806,2021.6.14
대구광역시 달서구청,앞산순환로45길 3(송현동),송현1동 1968-6,어린이보호,1,200,고정,30,2013년,053-667-3900,35.82366111,128.5537778,2021.6.14
대구광역시 달서구청,월배로40길 15(상인동),상인동252-24,어린이보호,1,200,고정,30,2013년,053-667-3900,35.81735278,128.5354028,2021.6.14
대구광역시 달서구청,상원로9길 54-14(진천동),진천동 812,어린이보호,1,200,고정,30,2013년,053-667-3900,35.812975,128.532825,2021.6.14
대구광역시 달서구청,월배로80길 30(송현동),송현1동 1936-37,어린이보호,1,200,고정,30,2013년,053-667-3900,35.82901667,128.5521556,2021.6.14
대구광역시 달서구청,월곡로 320(상인동),상인동 42,어린이보호,1,200,고정,30,2013년,053-667-3900,35.82416389,128.5353583,2021.6.14
대구광역시 달서구청,월곡로35길 79(상인동),상인2동 438-5,어린이보호,1,200,고정,30,2013년,053-667-3900,35.81010278,128.5413694,2021.6.14
대구광역시 달서구청,도원남로 56(도원동),도원동 1457-4,어린이보호,1,200,고정,30,2013년,053-667-3900,35.804375,128.5350472,2021.6.14
대구광역시 달서구청,상원로1길 14(상인동),상인동 1461 ,어린이보호,1,200,고정,30,2013년,053-667-3900,35.81059722,128.5350583,2021.6.14
대구광역시 달서구청,월배로83길 120-10(송현동),송현2동 528-1,어린이보호,1,200,고정,30,2013년,053-667-3900,35.83254167,128.5453917,2021.6.14
대구광역시 달서구청,송현로12안길 12(송현동),송현1동 1945-6,어린이보호,1,200,고정,30,2013년,053-667-3900,35.82355833,128.5470028,2021.6.14
대구광역시 달서구청,월배로28안길 17-5 (진천동),진천동 223-13,어린이보호,1,200,고정,30,2013년,053-667-3900,35.81446111,128.5293806,2021.6.14
대구광역시 달서구청,비슬로 2728-20(진천동),대곡동 56-2,어린이보호,1,200,고정,30,2013년,053-667-3900,35.80938056,128.5150833,2021.6.14
대구광역시 달서구청,진천로 46 (진천동),진천동 503,어린이보호,1,200,고정,30,2020년,053-667-3900,35.81322222,128.5252806,2021.6.14
대구광역시 달서구청,조암남로19길 11 (대천동),월성동 1395-3,어린이보호,1,200,고정,30,2013년,053-667-3900,35.8190242,128.5229352,2021.6.14
대구광역시 달서구청,월곡로53서길 18 (상인동),상인2동 1431-7,어린이보호,1,200,고정,30,2013년,053-667-3900,35.81483889,128.5354472,2021.6.14
대구광역시 달서구청,송현로7안길 14(상인동),상인1동 925,어린이보호,1,200,고정,30,2013년,053-667-3900,35.81850556,128.5472306,2021.6.14
대구광역시 달서구청,월배로23길 67 (진천동),대천동 570-10,어린이보호,1,200,고정,30,2013년,053-667-3900,35.8176058,128.5253095,2021.6.14
대구광역시 달서구청,진천로3길 31 (진천동),진천동 373,어린이보호,1,200,회전,30,2018년,053-667-3900,35.81002222,128.5244472,2021.6.14
대구광역시 달서구청,월배로42길 84,상인2동 278-1,어린이보호,1,200,고정,30,2013년,053-667-3900,35.81525,128.5383139,2021.6.14
대구광역시 달서구청,비슬로542길 19(진천동),대곡동 37,어린이보호,1,200,고정,30,2013년,053-667-3900,35.80828889,128.5123056,2021.6.14
대구광역시 달서구청,와룡로2길 19(본동),본동 1108,어린이보호,1,200,회전,30,2015년,053-667-3900,35.83395,128.5386694,2021.6.14
대구광역시 달서구청,조암남로10길 50(월성동),월성1동 1181,어린이보호,1,200,고정,30,2013년,053-667-3900,35.822575,128.525825,2021.6.14
대구광역시 달서구청,중흥로8길 106(송현동),송현1동 439,어린이보호,1,200,고정,30,2013년,053-667-3900,35.82704444,128.5524889,2021.6.14
대구광역시 달서구청,월성2동 84-3,월성2동 84-3,아동안전,1,200,고정,30,2013년,053-667-3900,35.83161944,128.5265694,2021.6.14
대구광역시 달서구청,월성2동 273-1,월성2동 273-1,아동안전,1,200,회전,30,2013년,053-667-3900,35.83380556,128.5301583,2021.6.14
대구광역시 달서구청,상인3동 1563-1,상인3동 1563-1,아동안전,1,200,고정,30,2013년,053-667-3900,35.81016667,128.5525972,2021.6.14
대구광역시 달서구청,상인3동 1549,상인3동 1549,아동안전,1,200,고정,30,2013년,053-667-3900,35.81451667,128.5491028,2021.6.14
대구광역시 달서구청,도원동 1461,도원동 1461,아동안전,1,200,고정,30,2013년,053-667-3900,35.80276944,128.5359583,2021.6.14
대구광역시 달서구청,서당로 15(신당동),신당동 1840-1,어린이보호,1,200,고정,30,2020년,053-667-3900,35.853075,128.4954167,2021.6.14
대구광역시 달서구청,성서동로 350(용산동),용산2동 905,어린이보호,1,200,고정,30,2013년,053-667-3900,35.851825,128.5157028,2021.6.14
대구광역시 달서구청,당산로 12(본리동),본리동 208-1,어린이보호,1,200,고정,30,2013년,053-667-3900,35.83840556,128.5447694,2021.6.14
대구광역시 달서구청,계대동문로 99(이곡동),이곡동 1191,어린이보호,1,200,고정,30,2013년,053-667-3900,35.85559167,128.5016944,2021.6.14
대구광역시 달서구청,새방로 6-1(용산동),용산동 577-6,어린이보호,1,200,고정,30,2013년,053-667-3900,35.85947778,128.5209361,2021.6.14
대구광역시 달서구청,신당로 63(신당동),신당동 1846-3,어린이보호,1,200,고정,30,2013년,053-667-3900,35.85367778,128.4996056,2021.6.14
대구광역시 달서구청,죽전4길 40(죽전동),감삼동 52-2,어린이보호,1,200,고정,30,2013년,053-667-3900,35.85499722,128.5422556,2021.6.14
대구광역시 달서구청,이곡1동 1255,이곡1동 1255,어린이보호,1,200,고정,30,2013년,053-667-3900,35.85353333,128.5106028,2021.6.14
대구광역시 달서구청,장기로 291-1,장기동 815-5,어린이보호,1,200,고정,30,2013년,053-667-3900,35.84363889,128.5281917,2021.6.14
대구광역시 달서구청,구마로 171(본리동),본리동 215-1,어린이보호,1,200,고정,30,2013년,053-667-3900,35.83799722,128.5467667,2021.6.14
대구광역시 달서구청,달구벌대로283길 19(장기동),장기동 74-3,어린이보호,1,200,고정,30,2013년,053-667-3900,35.8517,128.5225083,2021.6.14
대구광역시 달서구청,와룡로15길 63(본리동),본리동 645-8,어린이보호,1,200,고정,30,2013년,053-667-3900,35.83970278,128.5332583,2021.6.14
대구광역시 달서구청,서당로12길 32(신당동),신당동 494-2,어린이보호,1,200,고정,30,2013년,053-667-3900,35.85732778,128.4968833,2021.6.14
대구광역시 달서구청,용산로4길 32(본리동),본리동 669,어린이보호,1,200,고정,30,2013년,053-667-3900,35.83855556,128.532525,2021.6.14
대구광역시 달서구청,선원로53길 34-10(용산동),용산2동 477-1,어린이보호,1,200,고정,30,2013년,053-667-3900,35.86021111,128.522525,2021.6.14
대구광역시 달서구청,감삼남길 53(감삼동),감삼동 164-13,어린이보호,1,200,고정,30,2013년,053-667-3900,35.84813056,128.5401583,2021.6.14
대구광역시 달서구청,죽전1안길 12(죽전동),죽전동 250-33,어린이보호,1,200,고정,30,2013년,053-667-3900,35.85264722,128.5400472,2021.6.14
대구광역시 달서구청,야외음악당로 109(두류동),두류3동 745-6,어린이보호,1,200,고정,30,2013년,053-667-3900,35.84695,128.5513444,2021.6.14
대구광역시 달서구청,이곡공원로1길 14(이곡동),이곡1동 431,어린이보호,1,200,고정,30,2013년,053-667-3900,35.85596667,128.5082694,2021.6.14
대구광역시 달서구청,대명천로8길 3(성당동),성당동 298,어린이보호,1,200,고정,30,2020년,053-667-3900,35.83877222,128.5556667,2021.6.14
대구광역시 달서구청,문화회관3안길 46,장기동 248,생활안전,1,200,고정,30,2021년,053-667-3900,35.847462,128.5197928,2021.6.14
대구광역시 달서구청,달구벌대로301길 54(용산동),용산1동 226-14,어린이보호,1,200,고정,30,2013년,053-667-3900,35.85226944,128.5318583,2021.6.14
대구광역시 달서구청,이곡2동 1184-5,이곡2동 1184-5,아동안전,1,200,고정,30,2013년,053-667-3900,35.85985278,128.5018056,2021.6.14
대구광역시 달서구청,이곡1동 1306-3,이곡1동 1306-3,아동안전,1,200,고정,30,2013년,053-667-3900,35.85746389,128.5102306,2021.6.14
대구광역시 달서구청,용산2동 423,용산2동 423,아동안전,1,200,고정,30,2013년,053-667-3900,35.853975,128.5217,2021.6.14
대구광역시 달서구청,감삼동 295-8,감삼동 295-8,아동안전,1,200,고정,30,2013년,053-667-3900,35.84527222,128.5427778,2021.6.14
대구광역시 달서구청,용산로 205(용산동),용산1동 949,아동안전,1,200,고정,30,2013년,053-667-3900,35.855925,128.5280028,2021.6.14
대구광역시 달서구청,신당동 1846-2,신당동 1846-2,아동안전,1,200,고정,30,2013년,053-667-3900,35.85409167,128.4971167,2021.6.14
대구광역시 달서구청,장기동 825-5,장기동 825-5,아동안전,1,200,고정,30,2013년,053-667-3900,35.84258333,128.5283583,2021.6.14
대구광역시 달서구청,두류3동 496-11,두류3동 496-11,아동안전,1,200,고정,30,2013년,053-667-3900,35.85474167,128.5519417,2021.6.14
대구광역시 달서구청,월배로11길 42(월성동),대천동 467,어린이보호,1,200,고정,30,2013년,053-667-3900,35.81645,128.5184833,2021.6.14
대구광역시 달서구청,조암남로 147(월성동),대천동 463,어린이보호,1,200,회전,30,2021년,053-667-3900,35.81696944,128.5181722,2021.6.14
대구광역시 달서구청,월곡로 211(상인동),상인동 477-3,어린이보호,1,200,회전,30,2013년,053-667-3900,35.81248889,128.5423361,2021.6.14
대구광역시 달서구청,월성동 616,월성동 616,어린이보호,1,200,회전,30,2013년,053-667-3900,35.8248127,128.5269524,2021.6.14
대구광역시 달서구청,월성동 277-2,월성동 277-2,어린이보호,1,200,회전,30,2013년,053-667-3900,35.83005833,128.5311806,2021.6.14
대구광역시 달서구청,도원동 1463-1,도원동 1463-1,어린이보호,1,200,회전,30,2021년,053-667-3900,35.80464722,128.535425,2021.6.14
대구광역시 달서구청,장기로 173(본리동),본리동 76-3,어린이보호,1,200,회전,30,2021년,053-667-3900,35.84241667,128.541525,2021.6.14
대구광역시 달서구청,와룡로15길 51(본리동),본리동 649-5,어린이보호,1,200,회전,30,2013년,053-667-3900,35.83938333,128.5338806,2021.6.14
대구광역시 달서구청,달구벌대로291길 47-13(용산동),장기동 29,어린이보호,1,200,회전,30,2021년,053-667-3900,35.8507882,128.5243441,2021.6.14
대구광역시 달서구청,장기로 283(장기동),장기동 816-5,어린이보호,1,200,회전,30,2013년,053-667-3900,35.84349167,128.5295028,2021.6.14
대구광역시 달서구청,파호동 90-2,파호동 90-2,어린이보호,1,200,회전,30,2013년,053-667-3900,35.84978333,128.4778167,2021.6.14
대구광역시 달서구청,당산동길 101(성당동),성당동 675-35,어린이보호,1,200,회전,30,2021년,053-667-3900,35.84519167,128.5502889,2021.6.14
대구광역시 달서구청,선원로55길 11-8(용산동),용산동 485-1,어린이보호,1,200,회전,30,2013년,053-667-3900,35.85929722,128.5225917,2021.6.14
대구광역시 달서구청,유천동 596,유천동 596,아동안전,1,200,회전,30,2013년,053-667-3900,35.81656389,128.5180722,2021.6.14
대구광역시 달서구청,와룡로49길 18-17(죽전동),죽전동 376-4,아동안전,1,200,회전,30,2013년,053-667-3900,35.85497222,128.5359472,2021.6.14
대구광역시 달서구청,용산1동 892-2,용산1동 892-2,아동안전,1,200,고정,30,2013년,053-667-3900,35.85398056,128.5338028,2021.6.14
대구광역시 달서구청,수밭길 8(도원동),도원동 950-3,생활안전,1,200,회전,30,2013년,053-667-3900,35.79814167,128.5482472,2021.6.14
대구광역시 달서구청,송현로8길 88(송현동),송현1동 1963-12,생활안전,1,200,회전,30,2013년,053-667-3900,35.82519167,128.551,2021.6.14
대구광역시 달서구청,월배로73길 12(송현동),송현동 1927-9,생활안전,1,200,회전,30,2013년,053-667-3900,35.82778889,128.5478361,2021.6.14
대구광역시 달서구청,명천로10길 14(진천동),대곡동 19-18,생활안전,1,200,회전,30,2013년,053-667-3900,35.80595556,128.5110722,2021.6.14
대구광역시 달서구청,대곡동 59-3(진천동),대곡동 59-3,생활안전,1,200,회전,30,2013년,053-667-3900,35.80793056,128.5156389,2021.6.14
대구광역시 달서구청,중흥로4길 125(송현동),송현동 1937-1,생활안전,1,200,회전,30,2013년,053-667-3900,35.82818333,128.5511111,2021.6.14
대구광역시 달서구청,월곡로20길 41(상인동),상인동 1590-11,생활안전,1,200,회전,30,2021년,053-667-3900,35.80648611,128.5521139,2021.6.14
대구광역시 달서구청,학산로 140(본동),본동 804-2,생활안전,1,200,회전,30,2021년,053-667-3900,35.83397222,128.5412583,2021.6.14
대구광역시 달서구청,도원동 1463-7,도원동 1463-7,생활안전,1,200,회전,30,2013년,053-667-3900,35.8036431,128.5325276,2021.6.14
대구광역시 달서구청,와룡로10길 42(본동),본동 780-1,생활안전,1,200,회전,30,2021년,053-667-3900,35.83661111,128.5393583,2021.6.14
대구광역시 달서구청,구마로39길 16(성당동),성당동 824-82,생활안전,1,200,회전,30,2013년,053-667-3900,35.83801389,128.5488333,2021.6.14
대구광역시 달서구청,성서동로 246(장기동),장기동 320-1,생활안전,1,200,회전,30,2021년,053-667-3900,35.84309167,128.5158917,2021.6.14
대구광역시 달서구청,성서동로60길 18(장기동),장기동 220-4,생활안전,1,200,회전,30,2013년,053-667-3900,35.84757778,128.5165028,2021.6.14
대구광역시 달서구청,용산동 산155-8(용산동),용산동 산155-8,생활안전,1,200,회전,30,2013년,053-667-3900,35.86425,128.5260139,2021.6.14
대구광역시 달서구청,야외음악당로39동길 37(두류동),두류3동 488-22,생활안전,1,200,회전,30,2013년,053-667-3900,35.85565278,128.5547667,2021.6.14
대구광역시 달서구청,야외음악당로53길 3(두류동),두류동 116-19,생활안전,1,200,회전,30,2013년,053-667-3900,35.85636111,128.5632528,2021.6.14
대구광역시 달서구청,대명천로11길 22(성당동),성당동 264-4,생활안전,1,200,회전,30,2013년,053-667-3900,35.83774444,128.5542778,2021.6.14
대구광역시 달서구청,와룡로28길 121-14(성당동) ,감삼동 206-80,생활안전,1,200,회전,30,2013년,053-667-3900,35.84541389,128.5440667,2021.6.14
대구광역시 달서구청,진천로9길 46(진천동),진천동 628-30,생활안전,1,200,회전,30,2013년,053-667-3900,35.81221944,128.5215694,2021.6.14
대구광역시 달서구청,진천로18길 80-24(진천동),진천동 559-12,생활안전,1,200,회전,30,2021년,053-667-3900,35.81706111,128.5264917,2021.6.14
대구광역시 달서구청,월곡로53길 55(상인동),상인동 1411-4,생활안전,1,200,회전,30,2013년,053-667-3900,35.81633611,128.5360583,2021.6.14
대구광역시 달서구청,상원로9길 6(상인동),상인동 1443-6,생활안전,1,200,회전,30,2013년,053-667-3900,35.81401389,128.535125,2021.6.14
대구광역시 달서구청,월배로80길 33(송현동),송현동 1980-21,생활안전,1,200,회전,30,2013년,053-667-3900,35.82894167,128.5525667,2021.6.14
대구광역시 달서구청,중흥로 3-11(송현동),송현동 195-9,생활안전,1,200,회전,30,2013년,053-667-3900,35.83357222,128.5551,2021.6.14
대구광역시 달서구청,학산로7길 81-8(본동),본동 610-8,생활안전,1,200,회전,30,2013년,053-667-3900,35.83555278,128.5302722,2021.6.14
대구광역시 달서구청,선원로23북길 16-16(이곡동),이곡동 1321-5,생활안전,1,200,회전,30,2013년,053-667-3900,35.86142222,128.5044472,2021.6.14
대구광역시 달서구청,와룡로 282(죽전동),죽전동 180-1,생활안전,1,200,회전,30,2013년,053-667-3900,35.85808611,128.5375583,2021.6.14
대구광역시 달서구청,용산로 24길 70(감삼동),감삼동 601-5,생활안전,1,200,회전,30,2013년,053-667-3900,35.84903889,128.5347806,2021.6.14
대구광역시 달서구청,당산로41서길 9-19(죽전동),감삼동 49-3,생활안전,1,200,회전,30,2021년,053-667-3900,35.85407222,128.5430278,2021.6.14
대구광역시 달서구청,달구벌대로245길 31,이곡동 575-7,생활안전,1,200,회전,30,2013년,053-667-3900,35.85272,128.50368,2021.6.14
대구광역시 달서구청,"명덕로2길 91(두류1,2동)",두류동 804-167,생활안전,1,200,회전,30,2013년,053-667-3900,35.857825,128.5705222,2021.6.14
대구광역시 달서구청,파도고개로 182(두류동),두류동 1282-30,생활안전,1,200,회전,30,2013년,053-667-3900,35.85666944,128.5659111,2021.6.14
대구광역시 달서구청,학산로19길 80(본동),본동 887-2,생활안전,1,200,회전,30,2014년,053-667-3900,35.83580278,128.5359806,2021.6.14
대구광역시 달서구청,월배로66길 24(송현동),송현1동 1947-29,생활안전,1,200,회전,30,2020년,053-667-3900,35.82415556,128.548225,2021.6.14
대구광역시 달서구청,월배로65안길 15(송현동),송현1동 1916-21,생활안전,1,200,회전,30,2014년,053-667-3900,35.82597222,128.5462694,2021.6.14
대구광역시 달서구청,앞산순환로61길 82(송현동),송현1동 288-1,생활안전,1,200,회전,30,2014년,053-667-3900,35.83114722,128.5582333,2021.6.14
대구광역시 달서구청,상화북로5길 36(진천동),진천동 261-1,생활안전,1,200,회전,30,2014년,053-667-3900,35.81201389,128.5281139,2021.6.14
대구광역시 달서구청,진천로7길 52-8(진천동),진천동 492-20,생활안전,1,200,회전,30,2014년,053-667-3900,35.81168333,128.5227472,2021.6.14
대구광역시 달서구청,월배로40길 135(상인동),상인2동 565-9,생활안전,1,200,회전,30,2014년,053-667-3900,35.81360278,128.5400694,2021.6.14
대구광역시 달서구청,당산로24길 50(성당동),성당동 711-6,생활안전,1,200,회전,30,2014년,053-667-3900,35.84626667,128.5475444,2021.6.14
대구광역시 달서구청,구마로53길 10(성당동),성당동 220-6,생활안전,1,200,회전,30,2014년,053-667-3900,35.83814444,128.5569556,2021.6.14
대구광역시 달서구청,두류공원로28길 31(성당동),성당동 81-5,생활안전,1,200,회전,30,2014년,053-667-3900,35.84851944,128.5680667,2021.6.14
대구광역시 달서구청,당산로38길 23(두류동),두류동 495-39,생활안전,1,200,회전,30,2021년,053-667-3900,35.8536,128.5497667,2021.6.14
대구광역시 달서구청,야외음악당로39서길 25(두류동),두류동 628-15,생활안전,1,200,회전,30,2014년,053-667-3900,35.85370833,128.5523222,2021.6.14
대구광역시 달서구청,달구벌대로304길 39(죽전동),감삼동 576-3,생활안전,1,200,회전,30,2014년,053-667-3900,35.84818333,128.5325361,2021.6.14
대구광역시 달서구청,감삼4길 19(감삼동),감삼동 136-9,생활안전,1,200,회전,30,2014년,053-667-3900,35.85100556,128.5424667,2021.6.14
대구광역시 달서구청,와룡로28길 75(감삼동),감삼동 287-25,생활안전,1,200,회전,30,2014년,053-667-3900,35.84478056,128.5415472,2021.6.14
대구광역시 달서구청,두류2길 23(두류동),두류동 1207-104,생활안전,1,200,회전,30,2014년,053-667-3900,35.85943333,128.5722667,2021.6.14
대구광역시 달서구청,두류남4길 7(두류동),두류동 804-44,생활안전,1,200,회전,30,2014년,053-667-3900,35.85775833,128.5723861,2021.6.14
대구광역시 달서구청,파도고개로135-6(두류동),두류동 828-25,생활안전,1,200,회전,30,2014년,053-667-3900,35.85522778,128.5679083,2021.6.14
대구광역시 달서구청,야외음악당로47길 148(두류동),두류동 103-12,생활안전,1,200,회전,30,2014년,053-667-3900,35.85905,128.5639111,2021.6.14
대구광역시 달서구청,대명천로42길 5(본리동),본리동 64-6,생활안전,1,200,회전,30,2014년,053-667-3900,35.84176944,128.5380028,2021.6.14
대구광역시 달서구청,장기로22길 14(성당동),성당동 666-1,생활안전,1,200,회전,30,2014년,053-667-3900,35.844125,128.5488222,2021.6.14
대구광역시 달서구청,성서동로61길 6-21(장기동),장기동 180-19,생활안전,1,200,회전,30,2021년,053-667-3900,35.84887778,128.5147694,2021.6.14
대구광역시 달서구청,월곡로 113-13 (도원동),도원동 607,어린이보호,1,200,회전,30,2014년,053-667-3900,35.80673889,128.5488806,2021.6.14
대구광역시 달서구청,조암남로14길 54 (월성동),월성1동 1177-6,어린이보호,1,200,회전,30,2014년,053-667-3900,35.823275,128.525325,2021.6.14
대구광역시 달서구청,상화북로 7 (진천동),진천동 289-7,어린이보호,1,200,회전,30,2021년,053-667-3900,35.80992222,128.5278028,2021.6.14
대구광역시 달서구청,조암로 89-23 (월성동),월성1동 1482,어린이보호,1,200,회전,30,2014년,053-667-3900,35.82231944,128.5216917,2021.6.14
대구광역시 달서구청,성서서로 89 (월성동),월암동 1-40,어린이보호,1,200,회전,30,2014년,053-667-3900,35.83306111,128.4998611,2021.6.14
대구광역시 달서구청,중흥로9길 40 (송현동),송현동 278,어린이보호,1,200,회전,30,2014년,053-667-3900,35.830971,128.55874,2021.6.14
대구광역시 달서구청,조암남로27길 13 (월성동),대천동 486-9,어린이보호,1,200,회전,30,2014년,053-667-3900,35.8174,128.5197694,2021.6.14
대구광역시 달서구청,상화로9길 9 (진천동),진천동 728-1,어린이보호,1,200,회전,30,2014년,053-667-3900,35.80873333,128.5193722,2021.6.14
대구광역시 달서구청,월배로 235 (상인동),상인1동 745,어린이보호,1,200,회전,30,2021년,053-667-3900,35.81953889,128.5390917,2021.6.14
대구광역시 달서구청,구마로12길 73 (본동),본동 616-2,어린이보호,1,200,회전,30,2014년,053-667-3900,35.83388333,128.5337139,2021.6.14
대구광역시 달서구청,상인2동 1461,상인2동 1461,아동안전,1,200,회전,30,2014년,053-667-3900,35.810725,128.5353694,2021.6.14
대구광역시 달서구청,상인2동 1404,상인2동 1404,아동안전,1,200,회전,30,2014년,053-667-3900,35.81688611,128.537225,2021.6.14
대구광역시 달서구청,진천동 1024,진천동 1024,아동안전,1,200,회전,30,2014년,053-667-3900,35.80732778,128.5218167,2021.6.14
대구광역시 달서구청,도원동 1451,도원동 1451,아동안전,1,200,회전,30,2014년,053-667-3900,35.80683056,128.5454472,2021.6.14
대구광역시 달서구청,진천동 812,진천동 812,아동안전,1,200,회전,30,2014년,053-667-3900,35.81291944,128.5326139,2021.6.14
대구광역시 달서구청,도원동 1444-3,도원동 1444-3,아동안전,1,200,회전,30,2014년,053-667-3900,35.80507222,128.541325,2021.6.14
대구광역시 달서구청,상인2동 1429-1,상인2동 1429-1,아동안전,1,200,회전,30,2014년,053-667-3900,35.81501667,128.5366583,2021.6.14
대구광역시 달서구청,상인1동 1534,상인1동 1534,아동안전,1,200,회전,30,2014년,053-667-3900,35.81668333,128.5472361,2021.6.14
대구광역시 달서구청,송현1동 1977,송현1동 1977,아동안전,1,200,회전,30,2014년,053-667-3900,35.82644722,128.5558333,2021.6.14
대구광역시 달서구청,본동 616-3,본동 616-3,아동안전,1,200,회전,30,2014년,053-667-3900,35.83388889,128.5345639,2021.6.14
대구광역시 달서구청,월성2동 270-2,월성2동 270-2,아동안전,1,200,회전,30,2014년,053-667-3900,35.83492778,128.5324361,2021.6.14
대구광역시 달서구청,월성1동 500-1,월성1동 500-1,아동안전,1,200,회전,30,2014년,053-667-3900,35.82418889,128.5323583,2021.6.14
대구광역시 달서구청,진천동 832-3,진천동 832-3,아동안전,1,200,회전,30,2014년,053-667-3900,35.81058056,128.5316694,2021.6.14
대구광역시 달서구청,진천동 223-31,진천동 223-31,아동안전,1,200,회전,30,2014년,053-667-3900,35.81421111,128.5292778,2021.6.14
대구광역시 달서구청,송현1동 1966-5,송현1동 1966-5,아동안전,1,200,회전,30,2014년,053-667-3900,35.82451389,128.5526444,2021.6.14
대구광역시 달서구청,도원동 1439-3,도원동 1439-3,아동안전,1,200,회전,30,2014년,053-667-3900,35.807575,128.5409917,2021.6.14
대구광역시 달서구청,상인2동 1109-10,상인2동 1109-10,아동안전,1,200,회전,30,2014년,053-667-3900,35.81106667,128.5440028,2021.6.14
대구광역시 달서구청,도원동 1441-2 ,도원동 1441-2 ,아동안전,1,200,회전,30,2014년,053-667-3900,35.80503611,128.5321806,2021.6.14
대구광역시 달서구청,도원동 1438-2,도원동 1438-2,아동안전,1,200,회전,30,2014년,053-667-3900,35.80819167,128.5383667,2021.6.14
대구광역시 달서구청,송현1동 1982-1,송현1동 1982-1,아동안전,1,200,회전,30,2014년,053-667-3900,35.82916667,128.5536111,2021.6.14
대구광역시 달서구청,월성2동 273-3,월성2동 273-3,아동안전,1,200,회전,30,2014년,053-667-3900,35.83186944,128.528825,2021.6.14
대구광역시 달서구청,상인3동 1589,상인3동 1589,아동안전,1,200,회전,30,2014년,053-667-3900,35.80710278,128.5516028,2021.6.14
대구광역시 달서구청,월곡로26안길 27 (상인동),상인3동 1581,아동안전,1,200,회전,30,2014년,053-667-3900,35.80967778,128.550075,2021.6.14
대구광역시 달서구청,상인1동 1522-1,상인1동 1522-1,아동안전,1,200,회전,30,2014년,053-667-3900,35.81517778,128.5467528,2021.6.14
대구광역시 달서구청,도원동 1429-3,도원동 1429-3,아동안전,1,200,회전,30,2014년,053-667-3900,35.80819722,128.5334028,2021.6.14
대구광역시 달서구청,월성2동 88,월성2동 88,아동안전,1,200,고정,30,2012년,053-667-3900,35.82864167,128.5296028,2021.6.14
