위도,경도,업종명,업소명,소재지 주소,행정동,전화번호,담당부서,기준일자
35.85744094,128.4928122,일반음식점,원조연탄석쇠양념구이,"대구광역시 달서구 계대동문로3안길 57 (신당동,(1층))",신당동,053-581-5663,대구광역시 달서구 위생과,2021-10-28
35.84215622,128.530388,일반음식점,리멤버,대구광역시 달서구 용산로 51 (장기동),장기동,,대구광역시 달서구 위생과,2021-10-28
35.84217,128.55581,일반음식점,대성기사식당,"대구광역시 달서구 장기로 37 (성당동,(1층))",성당동,053-621-3313,대구광역시 달서구 위생과,2021-10-28
35.85839073,128.5218159,일반음식점,용산마실,"대구광역시 달서구 성지로22길 9 (용산동,(1층))",용산1동,053-584-4148,대구광역시 달서구 위생과,2021-10-28
35.81771579,128.5254553,일반음식점,호식이두마리치킨월배대천점,"대구광역시 달서구 월배로23길 70 (대천동,(1층))",월성1동,053-632-9922,대구광역시 달서구 위생과,2021-10-28
35.85418739,128.5246004,일반음식점,안동갈비,대구광역시 달서구 장산로 52-1 (용산동),용산1동,053-556-1116,대구광역시 달서구 위생과,2021-10-28
35.83974992,128.5241841,일반음식점,비룡각반점,대구광역시 달서구 문화회관길 250 (장동),장기동,053-588-5983,대구광역시 달서구 위생과,2021-10-28
35.85495822,128.5109985,일반음식점,해물나라장어나라,"대구광역시 달서구 이곡공원로 32 (이곡동,성서중앙빌딩 A동(지상3층))",이곡1동,,대구광역시 달서구 위생과,2021-10-28
35.840165,128.555789,일반음식점,참조은네한식,"대구광역시 달서구 대명천로8길 30, 지상1층 (성당동)",성당동,053-622-0678,대구광역시 달서구 위생과,2021-10-28
35.8437615,128.53424,일반음식점,본죽감삼드림시티점,대구광역시 달서구 장기로 240 (장기동),장기동,053-567-6288,대구광역시 달서구 위생과,2021-10-28
35.83995863,128.4897592,일반음식점,부마호프,"대구광역시 달서구 달서대로91길 18, 1층 (호산동)",신당동,053-587-4434,대구광역시 달서구 위생과,2021-10-28
35.85416361,128.551969,일반음식점,고양이여관,대구광역시 달서구 달구벌대로340길 27 (두류동),두류1.2동,,대구광역시 달서구 위생과,2021-10-28
35.824224,128.549213,일반음식점,대구반야월막창송현점,대구광역시 달서구 월배로68길 48 (송현동),송현1동,053-622-1356,대구광역시 달서구 위생과,2021-10-28
35.8353086,128.4895535,일반음식점,뚝배기짬뽕 뚝배기짜장,대구광역시 달서구 성서공단로 63 (호림동),신당동,053-593-5333,대구광역시 달서구 위생과,2021-10-28
35.84213,128.53194,일반음식점,쌍둥이,"대구광역시 달서구 대명천로 258, 1층 (장기동)",용산1동,,대구광역시 달서구 위생과,2021-10-28
35.83844104,128.5546603,일반음식점,밀밭손국시,대구광역시 달서구 대명천로 42-1 (성당동),성당동,053-628-7772,대구광역시 달서구 위생과,2021-10-28
35.85566322,128.5531862,일반음식점,족발한상,"대구광역시 달서구 달구벌대로344길 14, 가동 (두류동)",두류1.2동,053-656-7242,대구광역시 달서구 위생과,2021-10-28
35.860171,128.50521,일반음식점,시골열무냉면코다리찜,대구광역시 달서구 선원로23길 19 (이곡동),이곡1동,053-588-2992,대구광역시 달서구 위생과,2021-10-28
35.84152,128.55509,일반음식점,안동추어탕,대구광역시 달서구 장기로5길 21 (성당동),성당동,053-653-9888,대구광역시 달서구 위생과,2021-10-28
35.81607013,128.5368094,일반음식점,고기합니다,대구광역시 달서구 월배로40길 58 (상인동),상인1동,053-643-2006,대구광역시 달서구 위생과,2021-10-28
35.85025448,128.5128282,일반음식점,24시돼지국밥,대구광역시 달서구 성서동로65길 51 (이곡동),이곡1동,053-582-2958,대구광역시 달서구 위생과,2021-10-28
35.85471475,128.5256114,일반음식점,용산이모코다리찜,"대구광역시 달서구 용산서로 76, 1층 (용산동)",용산1동,053-522-0205,대구광역시 달서구 위생과,2021-10-28
35.80752454,128.5350035,일반음식점,선가네왕족발,대구광역시 달서구 도원로서길 3-8 (도원동),도원동,053-643-2727,대구광역시 달서구 위생과,2021-10-28
35.85026709,128.4860144,일반음식점,단지막창,대구광역시 달서구 호산동로 168-1 (호산동),신당동,053-581-0100,대구광역시 달서구 위생과,2021-10-28
35.815272,128.534281,일반음식점,백합,"대구광역시 달서구 상원로 66, 1층 (상인동)",상인1동,053-632-9981,대구광역시 달서구 위생과,2021-10-28
35.856189,128.493736,일반음식점,고래섬,"대구광역시 달서구 서당로9길 32 (신당동,(2층))",신당동,053-586-2090,대구광역시 달서구 위생과,2021-10-28
35.80952065,128.5480518,일반음식점,어부지리복어,대구광역시 달서구 월곡로28길 8 (상인동),상인1동,053-634-7333,대구광역시 달서구 위생과,2021-10-28
35.80837901,128.5106106,일반음식점,간이역(유천역점),대구광역시 달서구 비슬로 2698 (대곡동),진천동,053-641-9288,대구광역시 달서구 위생과,2021-10-28
35.84187,128.55609,일반음식점,대구기사식당,대구광역시 달서구 장기로 35 (성당동),성당동,053-627-9998,대구광역시 달서구 위생과,2021-10-28
35.8289456,128.5337973,일반음식점,태영식당,"대구광역시 달서구 학산로 30, 112동 107호 (월성동, 월성보성아파트1단지)",월성1동,053-637-1835,대구광역시 달서구 위생과,2021-10-28
35.86093124,128.5220983,일반음식점,지상낙원한우웰빙,"대구광역시 달서구 새방로 24, B동 (용산동)",용산1동,053-583-9223,대구광역시 달서구 위생과,2021-10-28
35.85305328,128.5734507,일반음식점,호박막창,"대구광역시 달서구 성당로 231 (두류동,외3필지 110호)",두류1.2동,,대구광역시 달서구 위생과,2021-10-28
35.811897,128.533363,일반음식점,대원막창,대구광역시 달서구 상화북로 65 (상인동),상인1동,053-642-1552,대구광역시 달서구 위생과,2021-10-28
35.853967,128.50289,일반음식점,제동이네 일등생막창,대구광역시 달서구 이곡서로 37 (이곡동),이곡1동,053-585-9211,대구광역시 달서구 위생과,2021-10-28
35.85611935,128.5539533,일반음식점,카페엔,대구광역시 달서구 달구벌대로 1720 (두류동),두류1.2동,,대구광역시 달서구 위생과,2021-10-28
35.80802896,128.5123788,일반음식점,복돼지국밥,대구광역시 달서구 비슬로542길 23 (대곡동),진천동,053-633-8552,대구광역시 달서구 위생과,2021-10-28
35.828721,128.543944,일반음식점,부산본가밀면,대구광역시 달서구 송현로 125 (송현동),송현1동,053-637-9951,대구광역시 달서구 위생과,2021-10-28
35.8395951,128.5245484,일반음식점,대명식당,"대구광역시 달서구 문화회관길 251, 1층 (장동)",장기동,053-592-1616,대구광역시 달서구 위생과,2021-10-28
35.851934,128.537171,일반음식점,월성복집,대구광역시 달서구 와룡로 215 (죽전동),죽전동,053-525-0008,대구광역시 달서구 위생과,2021-10-28
35.82533999,128.5132208,일반음식점,참좋은인연,대구광역시 달서구 성서4차첨단로 117 (월암동),월성1동,053-587-1388,대구광역시 달서구 위생과,2021-10-28
35.85514248,128.4928312,일반음식점,펜션,대구광역시 달서구 서당로7길 48 (신당동),신당동,053-582-9954,대구광역시 달서구 위생과,2021-10-28
35.85471549,128.5573646,일반음식점,멕시카나,대구광역시 달서구 야외음악당로41길 15 (두류동),두류1.2동,053-629-9998,대구광역시 달서구 위생과,2021-10-28
35.85537417,128.4934747,일반음식점,더블업,대구광역시 달서구 계대동문로 12 (신당동),신당동,053-588-6446,대구광역시 달서구 위생과,2021-10-28
35.807914,128.534872,일반음식점,대곡한식,대구광역시 달서구 도원로서길 7 (도원동),도원동,,대구광역시 달서구 위생과,2021-10-28
35.814928,128.547339,일반음식점,송정구이,대구광역시 달서구 상인로 86-1 (상인동),상인1동,053-295-5959,대구광역시 달서구 위생과,2021-10-28
35.83885922,128.4897082,일반음식점,명품 참가자미,대구광역시 달서구 성서공단로11길 44-16 (호림동),신당동,053-585-1239,대구광역시 달서구 위생과,2021-10-28
35.85551808,128.5335108,일반음식점,네네치킨 용산1호점,"대구광역시 달서구 와룡로51길 65, 1층 (용산동)",용산1동,053-523-4482,대구광역시 달서구 위생과,2021-10-28
35.80958496,128.5477867,일반음식점,향원삼겹살,대구광역시 달서구 월곡로28길 3 (상인동),상인1동,053-642-9580,대구광역시 달서구 위생과,2021-10-28
35.85908412,128.5322061,일반음식점,마장동삼겹살식당,"대구광역시 달서구 용산로 254, 209동 101호 (용산동,용산블루빌타운)",용산1동,053-551-9803,대구광역시 달서구 위생과,2021-10-28
35.83004237,128.528337,일반음식점,치킨깜상,"대구광역시 달서구 월성로 77, 가동 104호 (월성동,상가)",월성1동,053-638-4999,대구광역시 달서구 위생과,2021-10-28
35.85800718,128.5646731,일반음식점,미미찜갈비,"대구광역시 달서구 두류공원로50길 111, 1층 (두류동)",두류1.2동,053-625-5670,대구광역시 달서구 위생과,2021-10-28
35.80713341,128.5438086,일반음식점,국시마을,"대구광역시 달서구 미리샘길 97, 1층 (도원동)",도원동,053-643-3297,대구광역시 달서구 위생과,2021-10-28
35.85441495,128.5363156,일반음식점,안동,대구광역시 달서구 와룡로49길 16 (죽전동),죽전동,053-554-6852,대구광역시 달서구 위생과,2021-10-28
35.85920611,128.5627219,일반음식점,송우당,대구광역시 달서구 달구벌대로 1808 (두류동),두류1.2동,053-621-2266,대구광역시 달서구 위생과,2021-10-28
35.84342,128.55228,일반음식점,종국이두마리치킨성당점,"대구광역시 달서구 장기로 74, 1층 (성당동)",성당동,053-626-9948,대구광역시 달서구 위생과,2021-10-28
35.85608,128.509676,일반음식점,황가대패삼겹살,대구광역시 달서구 이곡공원로1길 84 (이곡동),이곡1동,053-583-6033,대구광역시 달서구 위생과,2021-10-28
35.83049855,128.5472003,일반음식점,소문난 아구찜,대구광역시 달서구 월배로75길 67 (송현동),송현1동,053-627-9959,대구광역시 달서구 위생과,2021-10-28
35.808607,128.544591,일반음식점,삼백육백,대구광역시 달서구 상화로 281 (상인동),상인1동,053-642-5557,대구광역시 달서구 위생과,2021-10-28
35.817254,128.545088,일반음식점,유하반점,대구광역시 달서구 상인로 120 (상인동),상인1동,053-636-1928,대구광역시 달서구 위생과,2021-10-28
35.85264214,128.5336687,일반음식점,호식이두마리치킨(용산점),"대구광역시 달서구 달구벌대로305길 59 (용산동,(지상1층))",용산1동,053-587-7793,대구광역시 달서구 위생과,2021-10-28
35.82432872,128.5422882,일반음식점,투다리(월촌점),"대구광역시 달서구 학산남로 90, 201동 103호 (송현동,우방송현하이츠)",송현1동,053-631-5138,대구광역시 달서구 위생과,2021-10-28
35.8568644,128.5367972,일반음식점,삼오정즉석냄비,대구광역시 달서구 와룡로53길 8 (죽전동),죽전동,053-644-6656,대구광역시 달서구 위생과,2021-10-28
35.83745738,128.5529709,일반음식점,용이반점,대구광역시 달서구 구마로 229 (성당동),성당동,053-623-1727,대구광역시 달서구 위생과,2021-10-28
35.82533999,128.5132208,일반음식점,공단송림복어,대구광역시 달서구 성서4차첨단로 117 (월암동),월성1동,053-585-8777,대구광역시 달서구 위생과,2021-10-28
35.861079,128.505225,일반음식점,산막촌 국시말,대구광역시 달서구 선원로23길 41 (이곡동),이곡1동,,대구광역시 달서구 위생과,2021-10-28
35.85868948,128.4960419,일반음식점,한양왕족발,대구광역시 달서구 서당로 78 (신당동),신당동,053-592-9696,대구광역시 달서구 위생과,2021-10-28
35.830703,128.547861,일반음식점,땅땅치킨 송현2동점,"대구광역시 달서구 송현동4길 3 (송현동,B동1층)",송현1동,053-651-9949,대구광역시 달서구 위생과,2021-10-28
35.859673,128.512933,일반음식점,개성순대,대구광역시 달서구 선원로37길 14 (이곡동),이곡1동,,대구광역시 달서구 위생과,2021-10-28
35.84326089,128.5292441,일반음식점,바다 산오징어,"대구광역시 달서구 장기로57길 6, 1층 (장기동)",장기동,053-521-8367,대구광역시 달서구 위생과,2021-10-28
35.86043,128.52956,일반음식점,비에이치씨(bhc)치킨용산점,"대구광역시 달서구 용산로 259, 206동 1층 102호 (용산동, 용산파크타운)",용산1동,053-567-9282,대구광역시 달서구 위생과,2021-10-28
35.82430761,128.5469363,일반음식점,한양왕족발,대구광역시 달서구 월배로64길 11 (송현동),송현1동,053-652-8585,대구광역시 달서구 위생과,2021-10-28
35.859752,128.505209,일반음식점,봉득오리누룽지백숙,대구광역시 달서구 선원로23길 11 (이곡동),이곡1동,053-591-0052,대구광역시 달서구 위생과,2021-10-28
35.83857549,128.5309397,일반음식점,에스(S),"대구광역시 달서구 용산로 14 (본리동,(3층))",본리동,053-563-7665,대구광역시 달서구 위생과,2021-10-28
35.853771,128.502296,일반음식점,마마국시집,대구광역시 달서구 달구벌대로243길 58 (이곡동),이곡1동,053-587-6907,대구광역시 달서구 위생과,2021-10-28
35.84624886,128.5363269,일반음식점,귀신짬뽕,"대구광역시 달서구 와룡로31길 5 (감삼동,외1필지(1층))",감삼동,,대구광역시 달서구 위생과,2021-10-28
35.81521163,128.5292012,일반음식점,미락정,대구광역시 달서구 월배로28안길 4 (진천동),진천동,053-638-8940,대구광역시 달서구 위생과,2021-10-28
35.81395517,128.538112,일반음식점,안영애 해물나라 찜마을,"대구광역시 달서구 월곡로53동길 64 (상인동,(지상1층))",상인1동,,대구광역시 달서구 위생과,2021-10-28
35.84337,128.55316,일반음식점,채플린,대구광역시 달서구 장기로 68-1 (성당동),성당동,053-621-1016,대구광역시 달서구 위생과,2021-10-28
35.853967,128.50289,일반음식점,동막골,"대구광역시 달서구 이곡서로 35, 201동 101호 (이곡동, 성서3차보성타운)",이곡1동,053-583-7154,대구광역시 달서구 위생과,2021-10-28
35.850384,128.485981,일반음식점,홀딱삐낀산오징어,대구광역시 달서구 호산동로 170 (호산동),신당동,053-581-8544,대구광역시 달서구 위생과,2021-10-28
35.85561346,128.5220855,일반음식점,또왕뒷고기,대구광역시 달서구 성지로14길 17 (용산동),용산1동,053-241-3339,대구광역시 달서구 위생과,2021-10-28
35.79743181,128.5484775,일반음식점,낙동생오리,"대구광역시 달서구 수밭길 15 (도원동,(지상1층))",도원동,053-637-5292,대구광역시 달서구 위생과,2021-10-28
35.84237934,128.5308876,일반음식점,일구칠칠(1977)동성막창,대구광역시 달서구 용산로 56 (장기동),장기동,,대구광역시 달서구 위생과,2021-10-28
35.85957585,128.5645957,일반음식점,미가한우갈비살9900원,대구광역시 달서구 파도고개로 253 (두류동),두류1.2동,053-382-9292,대구광역시 달서구 위생과,2021-10-28
35.84607849,128.5441303,일반음식점,별고을 돼지갈비,대구광역시 달서구 와룡로32길 121 (감삼동),감삼동,053-527-6907,대구광역시 달서구 위생과,2021-10-28
35.81548949,128.5336185,일반음식점,산수골,"대구광역시 달서구 상원로 71, 1층 (상인동)",상인1동,053-285-5564,대구광역시 달서구 위생과,2021-10-28
35.84151,128.55626,일반음식점,어탕국수,대구광역시 달서구 장기로 29 (성당동),성당동,053-627-8811,대구광역시 달서구 위생과,2021-10-28
35.79589791,128.548832,일반음식점,영천댐자양식당,대구광역시 달서구 수밭길 63 (도원동),도원동,053-642-9014,대구광역시 달서구 위생과,2021-10-28
35.85755161,128.5094541,일반음식점,야한족발,"대구광역시 달서구 선원남로 77, 210동 108호 (이곡동,한샘아파트)",이곡1동,053-591-7001,대구광역시 달서구 위생과,2021-10-28
35.82618641,128.5460527,일반음식점,고령식당,대구광역시 달서구 월배로67길 20 (송현동),송현1동,053-629-1106,대구광역시 달서구 위생과,2021-10-28
35.853308,128.505402,일반음식점,쎄스마,"대구광역시 달서구 성서공단로15길 70 (호산동,(3층))",신당동,053-583-7665,대구광역시 달서구 위생과,2021-10-28
35.85584,128.52106,일반음식점,배꼽시계,대구광역시 달서구 성지로 74-1 (용산동),용산1동,053-586-9696,대구광역시 달서구 위생과,2021-10-28
35.7952949,128.5486398,일반음식점,통나무오리,"대구광역시 달서구 수밭길 66 (도원동,외1필지)",도원동,053-639-9292,대구광역시 달서구 위생과,2021-10-28
35.81543417,128.5298335,일반음식점,명성화로구이,"대구광역시 달서구 월배로 146 (진천동,외1필지B동)",진천동,053-638-2881,대구광역시 달서구 위생과,2021-10-28
35.84776866,128.5391048,일반음식점,성주생막창,대구광역시 달서구 감삼남길 33 (감삼동),감삼동,053-551-8090,대구광역시 달서구 위생과,2021-10-28
35.834186,128.554782,일반음식점,본죽(서부정류장)점,대구광역시 달서구 월배로 457 (송현동),송현1동,053-981-9697,대구광역시 달서구 위생과,2021-10-28
35.83883674,128.5509437,일반음식점,레드캣츠,"대구광역시 달서구 대명천로 79, 1층 (성당동)",성당동,053-621-9868,대구광역시 달서구 위생과,2021-10-28
35.838397,128.536725,일반음식점,토종생오리농원,대구광역시 달서구 와룡로 63 (본리동),본리동,053-525-8300,대구광역시 달서구 위생과,2021-10-28
35.80799843,128.5458504,일반음식점,이가네북성로우동,대구광역시 달서구 도원동 1396-105,도원동,053-636-9543,대구광역시 달서구 위생과,2021-10-28
35.82448788,128.5449565,일반음식점,해성이네찜닭,"대구광역시 달서구 송현로16길 7, 1층 (송현동)",송현1동,053-625-5117,대구광역시 달서구 위생과,2021-10-28
35.860472,128.505201,일반음식점,루체,대구광역시 달서구 선원로23길 27 (이곡동),이곡1동,053-582-6555,대구광역시 달서구 위생과,2021-10-28
35.8432,128.55298,일반음식점,죽도활어회어시장,"대구광역시 달서구 장기로 69, 1층 (성당동)",성당동,053-625-5092,대구광역시 달서구 위생과,2021-10-28
35.85331,128.54853,일반음식점,마이카츠감삼점,대구광역시 달서구 당산로 188 (두류동),두류1.2동,053-655-0460,대구광역시 달서구 위생과,2021-10-28
35.84866,128.54633,일반음식점,세종찜무침회,대구광역시 달서구 당산로 130 (성당동),성당동,053-622-6085,대구광역시 달서구 위생과,2021-10-28
35.8348708,128.5529197,일반음식점,산막골돼지한마리,대구광역시 달서구 구마로46길 45 (송현동),송현1동,053-622-1912,대구광역시 달서구 위생과,2021-10-28
35.79899894,128.528673,일반음식점,첫번째집,"대구광역시 달서구 한실로6길 94-3, 2층 (대곡동)",진천동,053-638-0701,대구광역시 달서구 위생과,2021-10-28
35.81224195,128.5281302,일반음식점,떡군이네떡볶이,"대구광역시 달서구 상화북로5길 42, 1층 (진천동)",진천동,053-631-7622,대구광역시 달서구 위생과,2021-10-28
35.85177222,128.5224477,일반음식점,삼정산오리마을,대구광역시 달서구 달구벌대로283길 23 (장기동),장기동,053-552-7797,대구광역시 달서구 위생과,2021-10-28
35.85452,128.52082,일반음식점,세시봉,대구광역시 달서구 성지로 60 (용산동),용산1동,053-593-0678,대구광역시 달서구 위생과,2021-10-28
35.85351199,128.5034496,일반음식점,개성식당,"대구광역시 달서구 이곡서로7길 15-4 (이곡동,외2필지)",이곡1동,053-582-6677,대구광역시 달서구 위생과,2021-10-28
35.856377,128.508119,일반음식점,후포리회집,대구광역시 달서구 이곡공원로1길 22 (이곡동),이곡1동,053-241-8484,대구광역시 달서구 위생과,2021-10-28
35.84168,128.53015,일반음식점,포차세상에이런집이,대구광역시 달서구 대명천로 275 (본리동),본리동,053-568-0045,대구광역시 달서구 위생과,2021-10-28
35.83670972,128.5548253,일반음식점,55찜닭,"대구광역시 달서구 구마로 246 (송현동,외1필지(지상2층))",송현1동,053-654-0066,대구광역시 달서구 위생과,2021-10-28
35.81200537,128.5327098,일반음식점,놀부보쌈족발X놀부김치찜X삼겹본능X오불장군,대구광역시 달서구 상화북로 59 (진천동),진천동,053-631-0092,대구광역시 달서구 위생과,2021-10-28
35.84009345,128.5300975,일반음식점,다인한우숯불갈비살,대구광역시 달서구 본리서길 8 (본리동),본리동,053-523-5239,대구광역시 달서구 위생과,2021-10-28
35.855715,128.508744,일반음식점,비에이치씨(BHC)치킨 성서메가타운점,"대구광역시 달서구 이곡공원로1길 108, 지상1층 (이곡동)",이곡1동,053-587-2099,대구광역시 달서구 위생과,2021-10-28
35.85153067,128.4855904,일반음식점,오븐에꾸운닭,대구광역시 달서구 호산동로 181-1 (호산동),신당동,053-587-7787,대구광역시 달서구 위생과,2021-10-28
35.86038,128.52137,일반음식점,정대감,대구광역시 달서구 새방로 16 (용산동),용산1동,053-588-0014,대구광역시 달서구 위생과,2021-10-28
35.85351757,128.5493738,일반음식점,요술밥상,대구광역시 달서구 당산로38길 15 (두류동),두류1.2동,,대구광역시 달서구 위생과,2021-10-28
35.83470733,128.5373337,일반음식점,착한멸치바지락칼국수,대구광역시 달서구 와룡로 22 (본동),송현2동,,대구광역시 달서구 위생과,2021-10-28
35.84227338,128.5364661,일반음식점,녹향구이,대구광역시 달서구 와룡로 107 (본리동),본리동,053-525-9233,대구광역시 달서구 위생과,2021-10-28
35.83894757,128.5303666,일반음식점,서울김밥,대구광역시 달서구 용산로 17 (본리동),본리동,053-523-8233,대구광역시 달서구 위생과,2021-10-28
35.80662948,128.5436281,일반음식점,호식이두마리치킨대곡점,대구광역시 달서구 미리샘길 21 (도원동),도원동,053-635-2999,대구광역시 달서구 위생과,2021-10-28
35.842051,128.531816,일반음식점,동경생고기,대구광역시 달서구 대명천로 260 (장기동),장기동,053-551-8292,대구광역시 달서구 위생과,2021-10-28
35.82222642,128.5487148,일반음식점,땅땅치킨 월촌역점,대구광역시 달서구 송현로8길 8 (송현동),송현1동,053-625-9858,대구광역시 달서구 위생과,2021-10-28
35.810156,128.537099,일반음식점,소문난굴뚝배기,대구광역시 달서구 상화로 211 (상인동),상인1동,053-641-2555,대구광역시 달서구 위생과,2021-10-28
35.85152008,128.4859778,일반음식점,놀부옛날통닭흥부찜닭,대구광역시 달서구 호산동로 182-1 (호산동),신당동,053-583-1005,대구광역시 달서구 위생과,2021-10-28
35.84881581,128.5427431,일반음식점,멕시카나치킨,"대구광역시 달서구 감삼남길 104, 1층 (감삼동)",감삼동,053-554-1880,대구광역시 달서구 위생과,2021-10-28
35.84332,128.55339,일반음식점,할매동동주빈대떡,대구광역시 달서구 장기로 66 (성당동),성당동,053-621-9734,대구광역시 달서구 위생과,2021-10-28
35.85467413,128.5447982,일반음식점,다애식당,"대구광역시 달서구 당산로41길 58-14, 1층 (감삼동)",감삼동,053-558-5865,대구광역시 달서구 위생과,2021-10-28
35.85084563,128.4855972,일반음식점,세븐,"대구광역시 달서구 호산동로35북길 2 (호산동,(지상2층))",신당동,053-581-2580,대구광역시 달서구 위생과,2021-10-28
35.8070142,128.5240236,일반음식점,풍성손메밀묵집,"대구광역시 달서구 상화로 90, 105동 101-02호 (대곡동)",진천동,053-639-1375,대구광역시 달서구 위생과,2021-10-28
35.83998459,128.4900251,일반음식점,성서산호식당,"대구광역시 달서구 달서대로91길 14, B동 (호산동)",신당동,053-588-9200,대구광역시 달서구 위생과,2021-10-28
35.81444059,128.5404059,일반음식점,김정윤산수정,대구광역시 달서구 월곡로45길 15 (상인동),상인1동,053-639-5540,대구광역시 달서구 위생과,2021-10-28
35.83666386,128.541199,일반음식점,김장군한우,"대구광역시 달서구 구마로26길 12, 1층 (본동)",본동,053-566-1977,대구광역시 달서구 위생과,2021-10-28
35.84985788,128.5395175,일반음식점,안동한우참숯갈비,"대구광역시 달서구 감삼길 30 (감삼동,외1필지)",감삼동,053-564-1255,대구광역시 달서구 위생과,2021-10-28
35.8135463,128.5121045,일반음식점,더우린,대구광역시 달서구 달서대로 48 (유천동),진천동,053-644-8998,대구광역시 달서구 위생과,2021-10-28
35.85778,128.52113,일반음식점,전설의참숯구이,대구광역시 달서구 성지로 96 (용산동),용산1동,053-585-7230,대구광역시 달서구 위생과,2021-10-28
35.850753,128.510667,일반음식점,고흥관(QUE HUONG QUAN),대구광역시 달서구 달구벌대로 1312-3 (이곡동),이곡1동,053-583-2004,대구광역시 달서구 위생과,2021-10-28
35.84124683,128.4899332,일반음식점,레인보우,"대구광역시 달서구 성서공단로11길 70-18, 1층 (호산동)",신당동,053-593-8800,대구광역시 달서구 위생과,2021-10-28
35.81273912,128.5132723,일반음식점,국밥대령,대구광역시 달서구 달서대로 32 (유천동),진천동,053-635-4344,대구광역시 달서구 위생과,2021-10-28
35.83984119,128.5300737,일반음식점,혼돈,대구광역시 달서구 본리서길 7 (본리동),본리동,053-524-7999,대구광역시 달서구 위생과,2021-10-28
35.8195,128.52758,일반음식점,종국이두마리치킨(월성점),"대구광역시 달서구 월배로33길 98, 1층 (월성동)",월성1동,053-641-3444,대구광역시 달서구 위생과,2021-10-28
35.85914182,128.5629761,일반음식점,복어잡는사람들 두류점,대구광역시 달서구 달구벌대로 1810 (두류동),두류1.2동,053-562-9229,대구광역시 달서구 위생과,2021-10-28
35.8512857,128.4859874,일반음식점,구르메타운,대구광역시 달서구 호산동로 180 (호산동),신당동,053-582-5484,대구광역시 달서구 위생과,2021-10-28
35.85495822,128.5109985,일반음식점,아지매숯불,"대구광역시 달서구 이곡공원로 32 (이곡동,성서중앙빌딩 (지상1층))",이곡1동,,대구광역시 달서구 위생과,2021-10-28
35.84198071,128.5394198,일반음식점,피자빙고,대구광역시 달서구 대명천로38길 25 (본리동),본리동,053-552-0565,대구광역시 달서구 위생과,2021-10-28
35.81796399,128.5465496,일반음식점,산수골,"대구광역시 달서구 송현로7길 51 (상인동,외1필지)",상인1동,053-639-0987,대구광역시 달서구 위생과,2021-10-28
35.84640316,128.5655095,일반음식점,초당식당,대구광역시 달서구 성당로 123 (성당동),성당동,053-623-0490,대구광역시 달서구 위생과,2021-10-28
35.86093124,128.5220983,일반음식점,지상낙원한우웰빙식당,"대구광역시 달서구 새방로 24 (용산동,외2필지 B동)",용산1동,053-586-9233,대구광역시 달서구 위생과,2021-10-28
35.8573514,128.558435,일반음식점,원조할매국밥,"대구광역시 달서구 달구벌대로 1762, 101호 (두류동, 두류빌딩)",두류1.2동,053-625-7890,대구광역시 달서구 위생과,2021-10-28
35.83843975,128.5529888,일반음식점,별미암소갈비살,대구광역시 달서구 대명천로 60 (성당동),성당동,053-623-9291,대구광역시 달서구 위생과,2021-10-28
35.85438337,128.549258,일반음식점,장원부대찌개,"대구광역시 달서구 달구벌대로 1676, 1층 (두류동)",두류1.2동,053-626-0048,대구광역시 달서구 위생과,2021-10-28
35.85568811,128.5594751,일반음식점,백두식당,"대구광역시 달서구 두류공원로 246 (두류동,(지상4층))",두류1.2동,053-624-0536,대구광역시 달서구 위생과,2021-10-28
35.808667,128.551253,일반음식점,덕성식당,대구광역시 달서구 월곡로26길 51 (상인동),상인1동,053-641-9311,대구광역시 달서구 위생과,2021-10-28
35.851738,128.540571,일반음식점,전라도해물탕,대구광역시 달서구 달구벌대로 1591 (죽전동),죽전동,053-551-2626,대구광역시 달서구 위생과,2021-10-28
35.81414241,128.5222669,일반음식점,본죽진천역점,"대구광역시 달서구 월배로 71, 106호 (진천동,진천트윈팰리스)",진천동,053-631-6255,대구광역시 달서구 위생과,2021-10-28
35.85833934,128.5294221,일반음식점,둔갑술,대구광역시 달서구 용산서로 4-26 (용산동),용산1동,053-556-0666,대구광역시 달서구 위생과,2021-10-28
35.83339003,128.5515258,일반음식점,초원주막촌,대구광역시 달서구 학산로 228-7 (송현동),송현1동,053-654-7560,대구광역시 달서구 위생과,2021-10-28
35.85197,128.48505,일반음식점,밥하는남자,"대구광역시 달서구 호산동로35북길 32 (호산동,(지상2층))",신당동,053-582-5355,대구광역시 달서구 위생과,2021-10-28
35.850861,128.547379,일반음식점,기운차림,대구광역시 달서구 당산로 155-3 (감삼동),감삼동,053-524-7897,대구광역시 달서구 위생과,2021-10-28
35.84117379,128.5303814,일반음식점,오징어스타 장기점,대구광역시 달서구 용산로 41-1 (본리동),본리동,053-521-7494,대구광역시 달서구 위생과,2021-10-28
35.81299198,128.5194375,일반음식점,준갈치정식,대구광역시 달서구 월배로 42-1 (진천동),진천동,053-636-9595,대구광역시 달서구 위생과,2021-10-28
35.85510177,128.4939602,일반음식점,레인보우,"대구광역시 달서구 서당로7길 28 (신당동,(2층))",신당동,053-583-5831,대구광역시 달서구 위생과,2021-10-28
35.854965,128.509993,일반음식점,그레이스,"대구광역시 달서구 이곡공원로 24 (이곡동,(6층))",이곡1동,053-593-6000,대구광역시 달서구 위생과,2021-10-28
